"tiempo_respuesta","deteccion_malware","lenguaje","tiempo_ejecucion","sistema_operativo","interfaz_preferida","velocidad_antes","velocidad_despues","modelo_1_correcto","modelo_2_correcto","algoritmo","perdida_calidad","universidad","lenguaje_inicial","tecnica_preproceso","precision","nucleos","velocidad_simulacion"
188.790487068956,1,"C++",0.8422756058292,"iOS","Clara",3.01022535426252,2.49542290220612,1,1,"PNG",4.76872119246012,"UniC","Python","Método A",79.6375654502402,2,4.94048894724205
195.396450210334,1,"Python",1.09956025633143,"iOS","Oscura",3.15702883175313,2.86249822503588,1,1,"WebP",2.95397776838815,"UniA","Java","Método A",78.6735811256775,16,0.6427025283927
231.174166282982,1,"Python",1.49921213396927,"iOS","Clara",3.66410734801849,3.37077341647368,1,1,"WebP",3.75987016624942,"UniA","C","Método B",78.9956533589628,15,0.884795588668309
201.410167828492,1,"Python",0.972539275866851,"iOS","Clara",3.06065918874539,3.06387271337561,1,1,"WebP",0.837740997174036,"UniC","C","Método A",70.0423091197849,2,4.69470938581752
202.585754703219,1,"C++",0.96418968112396,"iOS","Clara",3.35642116001556,2.89834409123791,1,1,"WebP",2.27696760249989,"UniB","C","Método B",83.2281539004329,2,5.30385798403117
234.301299737666,1,"Python",1.58047236433579,"Android","Clara",3.38943001489177,3.13157685103012,1,1,"JPEG",4.46292348125682,"UniC","Python","Método A",83.2674788284714,16,0.715417084060891
209.218324119784,1,"C++",0.979805022934238,"Android","Oscura",3.45738663542782,3.28873522050003,1,1,"PNG",5.05079670124954,"UniB","Python","Método C",86.8661931596378,14,0.698437826135201
174.698775307869,0,"Python",0.928031859235721,"iOS","Clara",2.71280272390781,2.69520788243947,1,1,"PNG",2.53417692698819,"UniA","Java","Método A",79.8077160314533,6,1.72778052369781
186.262942962129,0,"C++",0.867046112945188,"Android","Clara",3.81344060709734,3.57339310642659,1,1,"WebP",3.2008174429889,"UniA","Python","Método C",85.4659242031386,9,0.939817275609142
191.086760598001,1,"Python",1.29709199578098,"iOS","Oscura",2.80952163035299,2.67933385735634,1,1,"WebP",2.57460511806509,"UniB","Java","Método C",78.4151107881798,6,1.88745159564413
